b00,b01,b02,b03,b04,b05,b06,b07,b10,b11,b12,b13,b14,b15,b16,b17,b20,b21,b22,b23,b24,b25,b26,b27,hand_me,hand_enemy,board_me,board_enemy,solution
0,0,0,1,0,0,0,1,0,2,1,0,2,2,2,0,2,0,1,0,0,0,0,0,4,3,4,5,9
0,1,2,1,0,1,0,0,0,1,0,1,0,2,1,1,2,0,0,0,0,2,0,0,0,0,7,4,199
0,0,1,0,0,2,0,0,0,2,1,0,0,0,2,1,0,0,0,0,2,0,2,1,0,0,4,5,551
1,0,1,2,1,0,0,0,0,0,1,2,0,0,1,2,1,0,2,2,1,2,2,1,0,0,8,7,103
0,0,0,1,0,1,2,1,2,0,1,0,2,0,0,0,0,0,0,1,2,2,0,1,0,0,6,5,336
2,0,0,0,0,2,1,0,2,0,0,1,0,2,0,1,2,2,2,2,0,0,0,0,0,0,3,8,404
0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,3,4,366
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,1,1,0,0,2,0,0,0,3,4,368
2,2,2,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,4,3,4,6,3
0,1,2,0,2,1,1,0,0,1,1,0,0,2,1,1,2,0,0,2,0,0,0,0,0,0,7,5,414
2,0,1,2,0,1,0,1,0,2,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,8,4,343
0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,2,0,2,0,0,1,1,0,0,5,4,119
0,0,0,0,2,0,1,0,0,0,2,1,1,1,1,2,2,2,0,1,0,0,0,0,0,0,6,5,408
2,2,2,0,1,0,2,0,2,0,0,2,1,2,1,0,2,1,0,0,0,0,0,0,0,0,4,8,247
0,0,0,0,0,2,1,0,1,2,2,2,2,0,2,0,1,0,0,1,0,0,1,0,0,0,5,6,455
1,2,0,0,0,0,0,0,0,2,2,2,2,1,2,1,0,0,0,2,2,1,1,2,0,0,5,9,551
2,0,0,1,2,1,2,0,0,0,2,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,4,6,328
0,2,0,0,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,4,452
0,2,2,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,1,0,0,0,0,0,4,3,5,5,0
0,1,2,1,0,0,0,0,2,0,0,1,1,0,2,0,2,2,0,2,0,0,1,2,0,0,5,7,472
2,0,0,0,2,0,2,0,2,1,0,0,2,1,0,2,2,1,0,0,1,1,0,1,0,0,6,7,312
0,2,1,2,0,1,0,1,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,2,2,5,6,307
0,1,0,0,1,2,1,1,0,2,0,2,0,0,0,1,2,0,2,0,0,0,2,1,0,0,6,6,432
1,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,2,2,0,1,2,0,0,4,4,5,5,268
2,1,0,1,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,2,2,0,3,3,3,6,4
0,1,1,0,1,2,0,2,0,1,0,0,1,2,1,2,0,2,0,1,2,0,2,1,0,0,8,7,185
1,0,2,0,0,0,2,0,0,1,1,0,2,2,0,1,1,0,2,2,0,1,0,0,0,0,6,6,552
1,1,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,2,0,0,0,1,2,1,0,0,9,4,72
0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,3,575
0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,2,2,0,0,8,3,360
0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,2,2,14
0,2,1,0,2,1,0,1,1,2,1,2,2,2,1,1,0,0,2,1,0,0,2,1,0,0,9,8,431
0,0,0,1,0,1,2,1,0,0,1,0,0,1,0,0,1,2,1,0,1,0,0,2,0,0,8,3,424
0,1,1,0,1,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,3,143
1,0,0,0,1,0,0,1,2,1,2,0,1,1,0,2,0,0,0,0,0,1,2,0,0,0,7,4,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,2,1,0,0,5,3,311
0,2,0,0,0,2,0,2,2,2,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,3,7,355
0,0,1,1,0,1,0,0,0,0,1,0,2,2,0,0,2,0,2,2,2,1,2,2,2,1,5,8,249
0,0,2,0,1,1,0,2,2,0,1,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,5,5,377
0,2,0,1,0,2,0,2,2,0,2,2,1,0,0,2,1,0,0,2,0,0,2,0,0,0,3,9,223
0,2,1,0,0,1,2,0,0,2,2,2,0,0,2,1,0,0,0,0,0,1,0,1,3,3,5,6,21
2,0,0,0,2,0,0,0,0,2,1,0,0,2,1,0,0,0,2,1,0,2,2,2,0,0,3,8,111
1,2,0,2,1,2,0,1,2,2,1,0,1,1,1,2,0,0,2,1,0,2,1,0,0,0,9,8,95
0,0,0,2,1,2,1,1,0,0,1,0,1,1,0,0,2,0,0,1,2,0,0,0,0,0,7,4,480
0,1,1,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,2,0,0,2,1,1,3,3,5,5,29
0,2,0,0,1,0,0,2,0,1,2,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,4,5,528
0,2,0,0,1,2,0,2,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,9,3,239
0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,2,0,5,4,3,3,19
0,2,0,2,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,5,282
2,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,2,2,1,2,0,2,0,0,0,3,7,478
2,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,6,3,239
0,2,0,1,0,1,2,1,1,2,0,0,0,2,2,0,2,1,2,1,0,0,2,1,0,0,7,8,424
2,1,2,1,1,1,2,0,1,0,0,0,2,0,2,2,1,1,0,1,0,0,2,0,0,0,8,7,455
1,1,1,2,0,0,0,0,0,1,2,0,0,0,0,2,2,2,2,2,0,1,0,0,0,0,5,7,55
0,0,0,0,1,2,0,1,2,0,0,2,2,1,0,2,0,0,2,2,2,2,0,0,0,0,3,9,278
0,2,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4,243
0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,1,2,0,0,1,0,2,1,4,4,5,4,23
2,1,0,2,0,1,0,0,2,0,2,2,0,1,2,0,2,2,0,0,2,0,0,0,0,0,3,9,290
1,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,3,6,252
0,0,1,2,0,2,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4,4,1
0,0,0,2,2,2,0,0,2,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,3,7,478
0,0,1,0,1,2,0,2,0,2,2,0,0,1,2,0,1,0,1,0,0,0,1,1,0,0,7,5,151
0,2,0,2,1,0,2,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,199
2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,3,4,214
1,0,0,2,2,2,1,1,1,1,0,2,0,0,0,2,1,1,2,0,0,0,2,0,0,0,7,7,199
2,2,2,2,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,1,1,0,2,2,2,6,6,9
0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,2,2,1,0,0,9,4,472
2,0,0,1,1,2,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,6,4,376
1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,2,0,1,2,2,1,2,0,3,2,5,6,9
0,0,0,1,2,1,1,0,2,2,1,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,8,6,408
0,0,0,0,2,1,0,0,2,1,0,2,1,0,1,2,0,0,0,1,0,2,2,2,0,0,5,7,264
2,0,0,0,0,0,1,1,2,0,2,0,2,0,1,1,0,2,0,0,0,2,2,0,0,0,4,7,414
0,0,0,0,0,2,1,2,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4,3,391
0,2,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,3,5,356
0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,4,4,4,2,23
0,2,0,2,2,1,0,1,0,1,2,0,0,2,0,1,1,1,1,1,2,0,2,0,1,1,8,7,16
1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,2,1,1,0,1,2,2,0,0,9,4,24
1,0,0,2,0,2,0,2,1,0,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0,7,4,288
0,2,0,0,0,0,0,2,0,2,2,2,0,0,1,0,0,1,0,2,2,2,1,0,0,0,3,8,157
0,0,0,1,2,1,2,0,0,0,1,2,0,2,0,0,0,0,1,0,2,0,0,1,4,3,5,5,22
0,1,2,0,2,1,0,2,1,1,2,1,0,2,0,2,1,0,0,0,0,2,1,0,0,0,7,7,456
0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0,0,4,3,568
0,1,0,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,47
0,0,0,2,1,0,2,0,0,1,1,0,0,0,0,2,0,0,2,1,0,1,0,1,0,0,6,4,232
2,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,4,4,312
0,1,0,0,0,0,0,2,2,0,0,1,1,2,2,0,0,2,1,1,1,0,0,0,0,0,6,5,360
2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,1,1,0,1,0,0,9,3,120
0,1,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,1,0,0,1,0,0,4,4,280
0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,0,0,2,0,0,0,2,1,1,1,1,7,4,21
0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,2,0,1,2,1,2,2,2,1,0,0,9,5,504
2,2,1,1,1,0,2,2,1,0,1,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,7,6,376
1,0,0,1,0,0,1,2,1,1,2,2,2,1,2,0,2,1,0,1,2,0,1,2,0,0,9,8,144
1,2,0,0,0,0,2,1,2,1,2,1,1,1,2,2,2,1,0,0,0,1,0,0,1,1,8,7,12
1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,0,0,5,4,55
1,0,2,0,0,1,2,0,2,1,1,1,2,1,0,0,0,2,0,0,0,0,0,1,2,2,7,5,21
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,1,2,1,0,0,4,3,551
1,1,0,2,0,1,0,0,1,2,0,2,1,0,1,0,0,0,0,0,1,0,2,1,0,0,8,4,472
0,0,2,0,0,2,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,112
2,2,1,0,0,0,1,1,1,2,0,0,2,2,1,2,1,1,0,2,0,2,0,0,0,0,7,8,414
1,2,1,0,0,0,1,0,0,1,2,0,2,0,2,2,2,1,0,2,0,1,1,2,0,0,7,8,414
0,1,0,2,2,1,0,2,2,0,2,1,0,2,1,0,0,0,2,2,1,0,1,0,1,0,6,8,6
0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,4,3,311
0,1,2,0,1,1,1,1,0,2,2,2,2,1,0,2,0,0,0,2,1,0,0,0,0,0,7,7,239
0,0,0,0,0,1,0,0,1,2,0,1,1,2,2,0,0,1,0,0,1,0,2,0,0,0,6,4,504
1,2,0,0,0,0,2,0,0,1,2,1,1,0,0,0,0,2,1,2,0,1,1,2,0,0,7,6,575
0,1,0,0,0,2,0,0,2,2,0,2,1,2,1,0,2,0,0,0,2,0,1,0,0,0,4,7,143
0,2,1,1,2,0,1,0,1,0,0,1,1,1,0,0,2,0,1,0,0,0,2,0,0,0,8,4,408
1,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,1,0,0,2,1,2,1,0,0,0,8,3,383
0,2,0,2,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,2,0,0,1,1,0,0,4,6,144
0,1,0,2,1,0,0,0,0,1,1,1,2,1,1,0,2,1,1,0,0,0,0,0,0,0,9,3,185
1,0,2,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,1,1,1,0,1,0,0,7,3,376
2,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0,6,5,456
2,1,0,1,1,1,0,1,0,2,2,2,0,0,2,2,0,0,0,1,0,2,0,1,0,0,7,7,431
2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,3,165
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,2,1,0,0,4,3,472
0,2,0,1,1,1,2,1,2,0,1,2,0,0,0,2,1,0,1,2,0,0,0,0,0,0,7,6,264
2,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,2,0,2,1,1,1,1,7,4,19
0,0,1,0,0,2,2,1,0,0,0,2,0,1,0,2,0,1,0,0,2,0,0,1,0,0,5,5,424
2,1,1,2,0,0,0,2,0,2,2,1,1,1,0,0,0,0,0,2,2,0,1,0,0,0,6,7,72
0,0,0,2,1,0,1,0,0,0,0,2,0,2,0,2,2,0,2,1,0,1,1,1,0,0,6,6,232
0,2,0,2,1,1,0,2,1,2,1,0,1,1,2,0,2,1,0,0,2,2,1,0,0,0,8,8,151
0,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,3,5,333
1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,3,3,44
0,1,2,0,0,1,1,1,2,1,0,2,1,0,0,1,2,1,0,0,0,1,0,2,0,0,9,5,263
0,1,2,0,1,0,0,0,0,0,1,2,1,2,0,0,0,2,0,1,0,0,0,0,0,0,5,4,343
0,0,0,0,0,0,2,0,2,1,1,1,1,0,1,0,2,0,0,1,1,2,0,2,0,0,7,5,383
0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,1,0,1,0,0,0,3,3,4,4,272
0,1,0,2,0,2,0,0,0,0,0,0,2,2,1,1,2,0,2,0,2,0,2,0,0,0,3,8,59
2,1,2,0,1,2,0,0,2,0,1,0,0,2,2,2,1,0,0,2,2,1,1,0,0,0,6,9,143
1,0,0,0,2,0,0,2,2,1,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,7,4,504
2,2,2,1,1,0,0,0,2,0,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,4,8,335
2,2,0,0,2,1,2,0,0,0,2,1,1,2,0,0,2,0,1,2,1,0,1,2,0,0,6,9,479
2,1,2,0,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,191
1,2,1,2,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,2,1,5,6,14
1,2,0,0,1,2,0,1,0,0,0,0,0,2,1,0,1,2,0,2,1,1,1,0,0,0,8,5,96
0,1,1,2,0,2,0,0,2,2,1,2,1,2,0,1,1,1,2,2,0,2,0,1,0,0,8,9,72
0,1,0,0,0,2,0,0,0,1,1,1,0,0,2,2,2,2,0,2,0,1,0,0,0,0,5,6,383
2,2,2,1,1,1,2,0,0,1,2,0,1,2,1,0,2,0,0,0,1,2,1,0,0,0,8,8,480
0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,2,2,1,0,0,0,6,4,376
1,1,1,0,2,1,0,1,2,0,2,0,2,1,0,0,2,0,0,0,1,1,2,2,0,0,8,7,30
2,1,2,2,2,1,0,0,2,0,2,1,0,2,1,2,0,0,0,0,1,2,1,0,0,0,6,9,312
0,2,0,0,1,2,1,2,2,2,0,1,1,1,2,1,0,0,2,1,2,1,0,1,0,0,9,8,328
0,1,2,0,1,1,1,0,1,0,1,2,1,0,0,0,2,1,2,1,0,2,2,0,0,0,9,6,455
0,2,1,1,0,2,0,1,2,0,0,1,0,2,0,2,0,1,1,2,2,0,0,1,0,0,7,7,119
2,0,2,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,4,4,263
0,0,0,0,1,1,2,0,1,2,1,0,2,1,0,0,1,2,1,2,0,0,2,1,0,0,8,6,239
1,2,1,0,2,2,2,1,2,0,1,2,0,1,0,0,2,0,1,2,0,0,2,1,0,0,7,9,280
1,2,0,1,2,1,0,2,0,0,1,2,2,2,0,0,2,0,0,0,0,1,0,1,0,0,6,7,376
1,2,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,120
2,1,0,0,1,0,1,1,0,0,2,2,0,2,0,2,2,0,1,0,0,2,1,0,0,0,6,7,432
0,0,1,0,2,2,0,0,0,2,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,3,5,100
1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,3,30
0,2,0,2,0,0,2,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,4,5,96
0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,1,0,0,1,2,2,1,0,0,0,3,6,160
1,2,0,1,2,0,0,1,0,2,1,2,1,2,0,0,0,1,2,1,1,2,1,0,0,0,9,7,432
0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,2,0,0,2,0,1,0,1,0,0,3,5,176
1,2,0,2,0,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,46
2,0,0,0,2,0,2,1,1,1,2,0,1,1,2,1,2,2,1,1,2,0,2,1,0,0,9,9,552
1,0,0,2,0,2,0,0,1,0,2,0,0,2,0,0,0,0,2,1,2,0,0,0,4,3,3,6,9
0,2,1,1,1,1,0,2,0,0,2,2,0,2,2,0,0,0,1,2,0,2,1,0,0,0,6,8,143
2,2,2,2,1,1,1,2,2,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,8,7,264
2,2,2,1,0,0,2,0,0,2,1,0,0,2,0,0,0,0,1,0,0,2,0,1,2,1,4,7,9
1,0,1,0,1,2,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,7,4,280
0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,4,3,504
0,1,2,0,0,0,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,55
2,2,1,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,2,0,1,2,0,0,3,8,151
0,0,2,1,1,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2,1,2,0,0,9,4,222
2,0,0,1,0,2,2,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,5,359
0,1,1,2,1,0,0,2,0,1,1,1,2,1,0,0,2,0,2,1,0,0,2,1,0,0,9,6,185
0,0,0,0,2,1,1,2,0,1,0,2,1,0,1,0,0,0,2,1,0,0,2,0,0,0,6,5,199
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1,2,1,2,0,0,0,3,4,180
1,0,0,0,1,0,0,1,0,0,2,0,0,2,1,1,0,0,0,2,0,0,0,2,0,0,5,4,232
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,2,2,1,0,0,0,0,4,3,575
1,2,0,0,1,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,239
0,0,2,0,1,2,0,0,2,0,0,0,0,2,1,0,2,0,0,1,2,0,2,0,0,0,3,7,250
2,2,1,1,1,1,0,0,0,2,0,2,0,2,2,1,0,0,2,1,0,2,1,1,0,0,8,8,222
0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,2,1,0,0,0,2,0,0,0,0,0,9,5,480
2,2,2,1,2,0,0,1,0,0,1,2,1,1,1,0,0,0,1,0,0,2,0,2,0,0,7,7,376
0,2,1,0,1,0,0,2,0,2,0,2,1,2,1,0,1,0,0,1,0,0,0,1,0,0,7,5,120
0,1,2,0,0,0,0,0,2,2,1,0,1,0,0,0,1,1,0,2,1,0,1,0,0,0,7,4,472
1,0,2,0,2,0,0,2,0,0,1,1,1,1,2,0,2,0,1,0,2,1,1,2,0,0,8,7,24
2,2,1,0,1,0,0,0,2,2,1,0,0,2,0,1,0,0,1,1,1,2,1,0,0,0,8,6,551
2,1,0,1,0,2,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,2,0,0,4,3,5,4,7
1,2,0,0,1,1,2,1,1,2,2,0,2,1,1,1,0,0,2,0,2,0,2,1,0,0,9,8,552
2,1,2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,170
1,0,0,0,0,2,0,0,0,2,1,2,2,1,2,1,1,1,0,2,0,1,0,0,2,2,7,6,2
0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,2,2,0,1,0,1,0,3,5,7
0,0,0,0,2,2,0,2,0,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,197
0,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,3,185
0,2,1,0,2,0,0,0,1,1,1,1,2,1,0,0,0,2,0,1,0,0,2,0,0,0,7,5,288
0,0,2,2,0,0,1,2,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,3,6,406
1,2,0,2,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,2,0,0,2,0,0,0,3,6,45
2,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2,0,2,0,2,0,0,6,5,575
0,2,1,1,1,1,0,1,0,0,2,2,0,2,1,0,1,1,2,0,2,2,0,0,1,1,8,7,138
0,2,1,0,2,2,1,2,0,2,1,0,0,0,0,0,1,2,2,2,0,0,0,1,0,0,5,8,391
2,1,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,5,4,503
0,0,0,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,1,1,1,0,0,0,3,3,6,2,22
2,1,1,1,0,0,0,1,1,2,0,1,2,0,0,0,2,0,0,2,0,2,0,0,0,0,6,6,569
2,1,2,1,0,1,2,0,0,2,1,2,0,2,1,2,0,0,1,0,1,0,0,0,0,0,7,7,359
0,0,1,2,0,2,1,0,0,2,1,0,0,0,1,1,0,2,0,2,1,1,1,1,0,0,9,5,103
2,0,0,1,1,1,0,2,0,1,2,0,2,1,2,2,1,0,1,1,2,0,2,0,1,0,8,8,23
0,0,0,1,2,1,0,1,0,2,1,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,7,4,336
0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,3,3,120
0,0,0,0,1,0,0,1,2,0,2,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,7,3,240
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,1,2,0,0,0,6,3,240
1,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,5,3,3,9
0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,6,3,144
0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,3,4,331
0,1,2,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,2,2,3,6,9
0,0,1,2,0,0,0,2,0,1,1,1,0,0,2,0,0,0,1,0,2,2,2,1,1,1,6,6,1
1,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,2,2,0,1,1,0,0,0,5,4,168
2,2,0,2,2,2,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,2,0,2,1,1,4,8,21
1,0,2,2,1,2,0,0,1,1,2,0,2,0,1,0,0,0,2,1,2,2,1,2,0,0,7,9,103
1,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,1,5,5,4,4,61
0,2,2,0,0,0,2,0,0,2,0,1,1,1,2,0,1,0,0,1,2,2,1,2,0,0,6,8,575
0,0,2,0,1,1,2,0,0,2,0,0,1,1,0,0,1,2,0,1,0,0,0,1,0,0,7,4,119
0,2,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,459
1,1,1,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,1,1,2,0,0,0,5,6,30
0,1,1,2,0,0,2,1,0,1,1,2,0,1,2,2,2,1,0,1,0,2,0,0,0,0,8,7,55
0,0,0,2,1,0,0,2,0,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,234
2,0,1,2,2,2,0,1,0,1,0,1,2,0,1,0,2,0,0,1,2,1,2,2,1,0,7,9,381
1,2,0,0,0,0,0,2,0,0,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,5,4,96
0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,2,0,6,5,2,4,9
0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,4,403
0,1,0,0,2,1,0,2,0,0,1,1,1,2,2,0,1,0,0,2,0,1,0,1,0,0,8,5,47
2,1,0,0,2,0,1,1,1,2,2,1,0,2,0,2,1,0,0,1,0,2,2,0,1,0,7,8,19
0,0,0,1,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,3,4,475
0,0,1,1,1,0,0,0,2,1,0,2,0,2,2,2,2,0,0,1,1,0,0,0,0,0,6,6,71
0,1,2,2,1,0,0,2,0,1,2,1,1,0,1,0,0,2,2,1,0,2,0,0,0,0,7,7,569
2,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,2,1,0,0,3,5,137
0,2,0,0,0,2,1,1,1,0,1,2,0,0,0,0,2,0,0,1,1,0,2,0,0,0,6,5,456
0,0,1,1,0,0,2,0,2,1,0,0,2,1,0,1,1,1,2,2,2,2,1,0,0,0,8,7,222
0,1,0,2,2,0,2,2,1,1,2,2,0,0,1,1,0,0,0,1,0,0,0,0,3,3,6,6,10
0,2,2,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,2,1,2,0,0,4,6,359
0,2,0,0,0,0,0,0,1,1,0,1,1,2,0,2,1,1,1,0,2,2,1,0,0,0,8,5,360
0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,3,3,388
0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,3,384
2,1,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,48
1,2,1,1,2,0,0,0,2,2,0,0,0,0,2,0,1,0,2,1,2,0,0,1,0,0,6,7,120
